"p_ao_id","pid","atid","ao_id","created_at","updated_at"
"6973","3487","27","64","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6974","3487","25","492","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6975","3488","27","27","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6976","3488","25","494","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6977","3489","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6978","3489","25","507","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6979","3490","27","524","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6980","3490","25","523","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6981","3491","27","506","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6982","3491","25","505","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6983","3492","27","526","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6984","3492","25","525","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6985","3493","27","129","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6986","3493","25","520","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6987","3494","27","64","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6988","3494","25","520","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6990","3495","25","32","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6991","3496","27","355","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6992","3496","25","32","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6993","3497","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6994","3497","25","26","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6995","3498","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6996","3498","25","527","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6997","3499","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6998","3499","25","527","2020-08-30 22:44:01","2020-08-30 22:44:01"
"6999","3500","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7000","3500","25","528","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7001","3501","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7002","3501","25","529","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7003","3502","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7004","3502","25","530","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7005","3503","27","129","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7006","3503","25","531","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7007","3504","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7008","3504","25","532","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7009","3505","27","533","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7010","3505","25","532","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7011","3506","27","6","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7012","3506","25","534","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7013","3507","27","6","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7014","3507","25","534","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7015","3508","27","6","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7016","3508","25","534","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7017","3509","27","27","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7018","3509","25","535","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7019","3510","27","27","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7020","3510","25","535","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7021","3511","27","355","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7022","3511","25","535","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7023","3512","27","27","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7024","3512","25","535","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7025","3513","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7026","3513","25","536","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7027","3514","27","31","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7028","3514","25","536","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7029","3515","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7030","3515","25","536","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7031","3516","27","495","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7032","3516","25","537","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7033","3517","27","495","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7034","3517","25","537","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7035","3518","27","23","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7036","3518","25","537","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7037","3519","27","29","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7038","3519","25","538","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7039","3520","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7040","3520","25","539","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7041","3521","27","33","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7042","3521","25","540","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7043","3522","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7044","3522","25","541","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7045","3523","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7046","3523","25","542","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7047","3524","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7048","3524","25","543","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7049","3525","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7050","3525","25","544","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7051","3526","27","29","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7052","3526","25","544","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7053","3527","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7054","3527","25","544","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7055","3528","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7056","3528","25","544","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7057","3529","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7058","3529","25","544","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7059","3530","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7060","3530","25","545","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7061","3531","27","77","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7062","3531","25","545","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7063","3532","27","127","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7064","3532","25","545","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7065","3533","27","2","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7066","3533","25","546","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7067","3534","27","547","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7068","3534","25","546","2020-08-30 22:44:01","2020-08-30 22:44:01"
"7069","3535","27","549","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7070","3535","25","548","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7071","3536","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7072","3536","25","550","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7073","3537","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7074","3537","25","550","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7075","3538","27","29","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7076","3538","25","550","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7077","3539","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7078","3539","25","550","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7079","3540","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7080","3540","25","550","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7081","3541","27","552","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7082","3541","25","551","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7083","3542","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7084","3542","25","551","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7085","3543","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7086","3543","25","551","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7087","3544","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7088","3544","25","551","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7089","3545","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7090","3545","25","551","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7091","3546","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7092","3546","25","551","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7093","3547","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7094","3547","25","553","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7095","3548","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7096","3548","25","554","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7097","3549","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7098","3549","25","555","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7099","3550","27","556","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7100","3550","25","555","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7101","3551","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7102","3551","25","555","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7103","3552","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7104","3552","25","555","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7105","3553","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7106","3553","25","555","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7107","3554","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7108","3554","25","555","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7109","3555","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7110","3555","25","32","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7111","3556","27","557","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7112","3556","25","32","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7113","3557","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7114","3557","25","32","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7115","3558","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7116","3558","25","558","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7117","3559","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7118","3559","25","558","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7119","3560","27","559","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7120","3560","25","558","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7121","3561","27","559","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7122","3561","25","560","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7123","3562","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7124","3562","25","26","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7125","3563","27","27","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7126","3563","25","26","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7127","3564","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7128","3564","25","26","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7129","3565","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7130","3565","25","26","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7131","3566","27","561","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7132","3566","25","527","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7133","3567","27","29","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7134","3567","25","527","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7135","3568","27","27","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7136","3568","25","527","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7137","3569","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7138","3569","25","527","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7139","3570","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7140","3570","25","527","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7141","3571","27","552","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7142","3571","25","527","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7143","3572","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7144","3572","25","527","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7145","3573","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7146","3573","25","528","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7147","3574","27","561","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7148","3574","25","528","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7149","3575","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7150","3575","25","528","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7151","3576","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7152","3576","25","528","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7153","3577","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7154","3577","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7155","3578","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7156","3578","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7157","3579","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7158","3579","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7159","3580","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7160","3580","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7161","3581","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7162","3581","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7163","3582","27","561","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7164","3582","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7165","3583","27","561","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7166","3583","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7167","3584","27","563","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7168","3584","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7169","3585","27","82","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7170","3585","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7171","3586","27","29","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7172","3586","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7173","3587","27","564","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7174","3587","25","562","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7175","3588","27","122","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7176","3588","25","565","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7177","3589","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7178","3589","25","565","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7179","3590","27","365","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7180","3590","25","565","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7181","3591","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7182","3591","25","566","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7183","3592","27","132","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7184","3592","25","567","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7185","3593","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7186","3593","25","567","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7187","3594","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7188","3594","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7189","3595","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7190","3595","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7191","3596","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7192","3596","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7193","3597","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7194","3597","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7195","3598","27","104","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7196","3598","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7197","3599","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7198","3599","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7199","3600","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7200","3600","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7201","3601","27","104","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7202","3601","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7203","3602","27","568","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7204","3602","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7205","3603","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7206","3603","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7207","3604","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7208","3604","25","529","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7209","3605","27","360","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7210","3605","25","569","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7211","3606","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7212","3606","25","569","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7213","3607","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7214","3607","25","570","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7215","3608","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7216","3608","25","530","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7217","3609","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7218","3609","25","530","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7219","3610","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7220","3610","25","530","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7221","3611","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7222","3611","25","530","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7223","3612","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7224","3612","25","530","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7225","3613","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7226","3613","25","530","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7227","3614","27","82","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7228","3614","25","530","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7229","3615","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7230","3615","25","530","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7231","3616","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7232","3616","25","530","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7233","3617","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7234","3617","25","530","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7235","3618","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7236","3618","25","571","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7237","3619","27","33","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7238","3619","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7239","3620","27","82","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7240","3620","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7241","3621","27","140","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7242","3621","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7243","3622","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7244","3622","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7245","3623","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7246","3623","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7247","3624","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7248","3624","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7249","3625","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7250","3625","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7251","3626","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7252","3626","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7253","3627","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7254","3627","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7255","3628","27","495","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7256","3628","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7257","3629","27","495","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7258","3629","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7259","3630","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7260","3630","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7261","3631","27","77","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7262","3631","25","30","2020-08-30 22:44:02","2020-08-30 22:44:02"
"7263","3632","27","314","2020-08-30 22:44:02","2020-08-30 22:44:02"
